Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,geladeira para caminhão 18 litros,geladeira caminhao interna,geladeira 18 litros,geladeira para caminhão,Sub page,,140,17,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.82,1.00,0.64,0.64,0.64,0.52,0.82,0.64,0.52,0.82,0.82,0.82",,"""resfriar.com.br"":""https://resfriar.com.br/produto/geladeira-18-litros-portatil-18-litros""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeira-portatil-caminhao-18-litros-digital-12v-24v-resfriar""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-resfriar-18-litros""
""engevelpecas.com.br"":""https://www.engevelpecas.com.br/geladeiras/geladeira-portatil-18-litros-resfriar-bivolt""
""youtube.com"":""https://www.youtube.com/watch?v=YALS-Kt-6SI""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-resfriar-18-litros-quadrivolt""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+resfriar+18/""
""dxcold.com.br"":""https://www.dxcold.com.br/geladeira-e-freezer-automotivo-18-litros-quadrivolt""
""minicool.com.br"":""https://www.minicool.com.br/mini-geladeira-18-litros-acdc-preta""
""engevelpecas.com.br"":""https://www.engevelpecas.com.br/geladeiras/copia-geladeira-portatil-18-litros-resfriar-quadrivolt""","""resfriar.com.br"":""https://resfriar.com.br/produto/geladeira-18-litros-portatil-18-litros""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeira-portatil-caminhao-18-litros-digital-12v-24v-resfriar""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-resfriar-18-litros""
""engevelpecas.com.br"":""https://www.engevelpecas.com.br/geladeiras/geladeira-portatil-18-litros-resfriar-bivolt""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+resfriar+18/""
""youtube.com"":""https://www.youtube.com/watch?v=YALS-Kt-6SI""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-resfriar-18-litros-quadrivolt""
""engevelpecas.com.br"":""https://www.engevelpecas.com.br/geladeiras/copia-geladeira-portatil-18-litros-resfriar-quadrivolt""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""campagnaro.com.br"":""https://www.campagnaro.com.br/geladeira-interna-18-litros-bivolt-1224-volts-resfriar"""
br,geladeira 24 volts,geladeira 24 volts para caminhão,geladeira 24 volts,geladeira 12v para caminhão,Sub page,,260,26,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.54,1.00,0.54,0.66,0.54,0.54,0.54,0.43,0.43,0.54,0.43,0.22",,"""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v-para-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12+24+volts/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3/REFRIGERADORES-1224V.html""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3,1,valorasc/REFRIGERADORES-1224V.html""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-24-volts""
""junges.com.br"":""https://www.junges.com.br/refrigerador-260-litros-duplex-1224""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24-volts""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v-para-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3,1,valorasc/REFRIGERADORES-1224V.html""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24v""
""junges.com.br"":""https://www.junges.com.br/refrigerador-260-litros-duplex-1224""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-24-volts""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12+24+volts/""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24-volts""
""casaevideo.com.br"":""https://www.casaevideo.com.br/geladeira-black-75-litros-interna-elber-12-24-volts-754579/p"""
br,geladeira 24 v,geladeira para caminhão 24v,geladeira 24 volts,geladeira 12v para caminhão,Sub page,,260,19,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.66,1.00,0.66,0.66,0.66,0.35,0.66,0.53,0.53,0.66,0.53,0.28",,"""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v-para-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12+24+volts/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3/REFRIGERADORES-1224V.html""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3,1,valorasc/REFRIGERADORES-1224V.html""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-24-volts""
""junges.com.br"":""https://www.junges.com.br/refrigerador-260-litros-duplex-1224""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24-volts""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3/REFRIGERADORES-1224V.html""
""lojadometic.com.br"":""https://lojadometic.com.br/geladeira-portatil-automotiva-cfx335-12v-24v-e-110v-220v-cfx335""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeira-portatil-philips-adventure-37-litros-tb7101-12v-24v""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v-para-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+24+litros/""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-24v""
""4rtruckcenter.com.br"":""https://www.4rtruckcenter.com.br/geladeira-para-caminhao-67-litros-12v-24v-resfriar""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-24v"""
br,geladeira 12 24 volts,geladeira 24 volts para caminhão,geladeira 24 volts,geladeira 12v para caminhão,Sub page,,110,22,0.00,0.00,0,Informational,"Short Videos, Reviews, Video, Related Searches","0.65,0.53,0.26,0.42,0.26,0.26,0.26,0.26,0.26,0.34,0.53,0.42",,"""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v-para-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12+24+volts/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3/REFRIGERADORES-1224V.html""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3,1,valorasc/REFRIGERADORES-1224V.html""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-24-volts""
""junges.com.br"":""https://www.junges.com.br/refrigerador-260-litros-duplex-1224""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24-volts""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12-24-volts""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3/REFRIGERADORES-1224V.html""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-24-volts""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12+24+volts/""
""junges.com.br"":""https://www.junges.com.br/refrigerador-260-litros-duplex-1224""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeiras-12-volts-para-motorhome""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24v""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_5,1,valordesc/REFRIGERADORES-1224V/DUPLEX.html""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12-volts""
""casaevideo.com.br"":""https://www.casaevideo.com.br/geladeira-black-50-litros-interna-elber-12-24-volts-754582/p"""
br,geladeira 24 volts para caminhão,geladeira para caminhão,geladeira 24 volts,geladeira 12v para caminhão,Sub page,,90,22,0.00,0.00,0,Informational,"Image Pack, Site Links, Reviews, Video, Related Searches","0.33,0.52,0.66,1.00,0.33,0.19,0.14,0.52,0.33,0.33,0.42,0.33",,"""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v-para-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12+24+volts/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3/REFRIGERADORES-1224V.html""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3,1,valorasc/REFRIGERADORES-1224V.html""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-24-volts""
""junges.com.br"":""https://www.junges.com.br/refrigerador-260-litros-duplex-1224""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24-volts""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24v-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3,1,valorasc/REFRIGERADORES-1224V.html""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-24-volts-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12+24+volts/""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""shopee.com.br"":""https://shopee.com.br/search?keyword=geladeira%20portatil%20para%20caminh%C3%A3o""
""facebook.com"":""https://www.facebook.com/BononiAcessorios/videos/geladeira-portatil-25-litros-1224-volts/1038215094567543/""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-24-volts"""
br,geladeira automotiva,geladeira portatil para caminhao,geladeira automotiva,geladeira para caminhão,Sub page,,1900,22,0.00,0.00,0,Informational,"Image Pack, Site Links, Reviews, Video, Related Searches","0.54,0.54,0.36,0.43,0.43,0.29,0.29,0.29,0.36,0.43,0.43,0.43",,"""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+automotiva/""
""king4x4.com.br"":""https://www.king4x4.com.br/geladeiras-elber""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-automotiva/s?k=geladeira+automotiva""
""lojadomecanico.com.br"":""https://www.lojadomecanico.com.br/subcategorias/59/308/mini-geladeira""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-automotiva""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+automotiva/""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""
""king4x4.com.br"":""https://www.king4x4.com.br/geladeiras-elber""
""lojadomecanico.com.br"":""https://www.lojadomecanico.com.br/subcategorias/59/308/mini-geladeira""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-automotiva""
""elber.ind.br"":""https://elber.ind.br/categoria/portatil/""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""americanas.com.br"":""https://www.americanas.com.br/s?q=geladeira+automotiva"""
br,geladeira veicular,geladeira para caminhao elber,geladeira automotiva,geladeira para caminhão,Sub page,,480,21,0.00,0.00,0,Informational,"Image Pack, Reviews, Video, Related Searches","0.54,0.67,0.67,0.44,0.44,0.29,0.36,0.36,0.44,0.67,0.67,0.67",,"""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+automotiva/""
""king4x4.com.br"":""https://www.king4x4.com.br/geladeiras-elber""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-automotiva/s?k=geladeira+automotiva""
""lojadomecanico.com.br"":""https://www.lojadomecanico.com.br/subcategorias/59/308/mini-geladeira""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-automotiva""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+automotiva/""
""king4x4.com.br"":""https://www.king4x4.com.br/geladeiras-elber""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-automotiva/s?k=geladeira+automotiva""
""lojadomecanico.com.br"":""https://www.lojadomecanico.com.br/subcategorias/59/308/mini-geladeira""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-automotiva""
""dxcold.com.br"":""https://www.dxcold.com.br/geladeira-freezer-50-litros-quadrivolt""
""gama4x4.com.br"":""https://www.gama4x4.com.br/produtos/camping-lazer/geladeira-automotiva.html""
""youtube.com"":""https://www.youtube.com/watch?v=7WO3xfE0AEA""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v"""
br,geladeira portatil automotiva,geladeira portatil para caminhao,geladeira automotiva,geladeira para caminhão,Sub page,,90,21,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.35,0.22,0.18,0.18,0.14,0.14,0.22,0.14,0.06,0.14,0.14,0.14",,"""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+automotiva/""
""king4x4.com.br"":""https://www.king4x4.com.br/geladeiras-elber""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-automotiva/s?k=geladeira+automotiva""
""lojadomecanico.com.br"":""https://www.lojadomecanico.com.br/subcategorias/59/308/mini-geladeira""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-automotiva""","""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+automotiva/""
""king4x4.com.br"":""https://www.king4x4.com.br/geladeiras-elber""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-automotiva/s?k=geladeira+automotiva""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""youtube.com"":""https://www.youtube.com/watch?v=sVisztRFK0k""
""lojadomecanico.com.br"":""https://www.lojadomecanico.com.br/subcategorias/59/308/mini-geladeira"""
br,geladeira veicular 12v,geladeira 12 volts para caminhão,geladeira automotiva,geladeira para caminhão,Sub page,,90,25,0.00,0.00,0,Informational,"Image Pack, Reviews, Video, Related Searches","0.65,0.34,0.28,0.28,0.15,0.21,0.15,0.12,0.09,0.15,0.21,0.21",,"""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+automotiva/""
""king4x4.com.br"":""https://www.king4x4.com.br/geladeiras-elber""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-automotiva/s?k=geladeira+automotiva""
""lojadomecanico.com.br"":""https://www.lojadomecanico.com.br/subcategorias/59/308/mini-geladeira""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-automotiva""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+automotiva/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-automotiva/s?k=geladeira+automotiva""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""youtube.com"":""https://www.youtube.com/watch?v=7WO3xfE0AEA""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-portatil-12v""
""gama4x4.com.br"":""https://www.gama4x4.com.br/geladeira-automotiva-12v-24v-220v-30-litros-cooler-compressor-ideal-p-camping-pesca.html""
""youtube.com"":""https://www.youtube.com/watch?v=sVisztRFK0k"""
br,geladeira de cabine,geladeira para caminhão,geladeira de cabine,geladeira para caminhão,Sub page,,480,25,0.00,0.00,0,Informational,"Image Pack, Reviews, Video, Image, Related Searches","0.66,0.81,1.00,1.00,0.81,0.66,0.66,0.54,0.66,0.66,0.66,0.66",,"""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-de-cabine-de-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-de-cabine-resfriar""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-para-cabine-de-caminhao/b""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""
""resfriar.com.br"":""https://www.resfriar.com.br/produto/geladeira-para-caminhao-25-litros-25-litros-mercedes-actros""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/litragem/37-litros/tipo-geladeira/interna-cabine""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-de-cabine""
""youtube.com"":""https://www.youtube.com/watch?v=Cst2lRlZ2rg""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-de-cabine-resfriar""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-de-cabine-de-caminhao""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-para-cabine-de-caminhao/b""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-de-cabine""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""
""youtube.com"":""https://www.youtube.com/watch?v=Cst2lRlZ2rg""
""resfriar.com.br"":""https://www.resfriar.com.br/produto/geladeira-para-caminhao-25-litros-25-litros-mercedes-actros""
""campagnaro.com.br"":""https://www.campagnaro.com.br/geladeira-interna""
""youtube.com"":""https://www.youtube.com/watch?v=JmPwQMKipx4"""
br,geladeira de cabine para caminhão,geladeira para caminhão,geladeira de cabine,geladeira para caminhão,Sub page,,320,25,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Site Links, Reviews, Video, Related Searches","0.29,0.29,0.29,0.29,0.35,0.66,0.43,0.81,0.66,1.00,1.00,1.00",,"""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-de-cabine-de-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-de-cabine-resfriar""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-para-cabine-de-caminhao/b""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""
""resfriar.com.br"":""https://www.resfriar.com.br/produto/geladeira-para-caminhao-25-litros-25-litros-mercedes-actros""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/litragem/37-litros/tipo-geladeira/interna-cabine""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-de-cabine""
""youtube.com"":""https://www.youtube.com/watch?v=Cst2lRlZ2rg""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-de-cabine-de-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-de-cabine-resfriar""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/litragem/37-litros/tipo-geladeira/interna-cabine""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-para-cabine-de-caminhao/b""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""topdaboleia.com.br"":""https://topdaboleia.com.br/geladeiras-cozinhas/geladeiras/geladeira-portatil-para-caminhao-cabine-elber-41-litros-12v-24v/""
""youtube.com"":""https://www.youtube.com/watch?v=JZfymAdsPMs""
""resfriar.com.br"":""https://www.resfriar.com.br/produto/geladeira-para-caminhao-25-litros-25-litros-mercedes-actros"""
br,geladeira de gaveta para caminhao,geladeira caminhao interna,geladeira de gaveta para caminhao,geladeira para caminhão,Sub page,,110,7,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Short Videos, Video, Related Searches","0.42,0.33,0.42,0.66,0.42,0.42,0.42,0.80,0.33,0.66,1.00,0.52",,"""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-interna-cabine""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-gaveta-para-caminhao""
""dxcold.com.br"":""https://www.dxcold.com.br/3""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-de-gaveta-pra-caminhao""
""campagnaro.com.br"":""https://www.campagnaro.com.br/geladeira-20-litros-gaveta-elber""
""youtube.com"":""https://www.youtube.com/watch?v=9aJoe44HRok""
""youtube.com"":""https://www.youtube.com/watch?v=byJMsPW_WYM""
""lojaresfriar.com.br"":""https://www.lojaresfriar.com.br/geladeira-interna-22l-scania-ntg/p""
""trucaoautopecas.com.br"":""https://trucaoautopecas.com.br/geladeiras/geladeira-portatil-20lt-gaveta-12-24v-para-caminhao-p""
""gelbox.com.br"":""https://www.gelbox.com.br/ProdutoId_52,6/REFRIGERADORES-1224V/FRIGOBAR/REFRIGERADOR-MOD-GAVETA--UNIVERSAL-DE-CAMINHAO-20L-1224V---QUADRIVOLT.html""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-interna-cabine""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-gaveta-para-caminhao""
""dxcold.com.br"":""https://www.dxcold.com.br/3""
""trucaoautopecas.com.br"":""https://trucaoautopecas.com.br/geladeiras/geladeira-portatil-20lt-gaveta-12-24v-para-caminhao-p""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-de-gaveta-pra-caminhao""
""campagnaro.com.br"":""https://www.campagnaro.com.br/geladeira-20-litros-gaveta-elber""
""youtube.com"":""https://www.youtube.com/watch?v=9aJoe44HRok""
""gelbox.com.br"":""https://www.gelbox.com.br/ProdutoId_52,6/REFRIGERADORES-1224V/FRIGOBAR/REFRIGERADOR-MOD-GAVETA--UNIVERSAL-DE-CAMINHAO-20L-1224V---QUADRIVOLT.html""
""youtube.com"":""https://www.youtube.com/watch?v=byJMsPW_WYM""
""lojaresfriar.com.br"":""https://www.lojaresfriar.com.br/geladeira-interna-22l-scania-ntg/p"""
